time,total_demand,heating_demand,cooling_demand,humidity,radiation_global_horizontal,temperature,wind_speed_2m,bait
2024-03-10 21:30:00,1.7932327587340844,1.7932327587340844,0.0,91,0,6.4,6.3,7.758948414582493
2024-03-10 21:45:00,1.7906340119414783,1.7906340119414783,0.0,92,0,6.4,5.8,7.767992925235723
2024-03-10 22:00:00,1.8202731101003606,1.8202731101003606,0.0,92,0,6.4,5.3,7.777095575491162
2024-03-10 22:15:00,1.8175948179819743,1.8175948179819743,0.0,93,0,6.3,4.8,7.786251759681959
2024-03-10 22:30:00,1.8149022137666297,1.8149022137666297,0.0,93,0,6.3,4.8,7.795456872141262
2024-03-10 22:45:00,1.812196644666327,1.812196644666327,0.0,94,0,6.3,4.3,7.804706307202224
2024-03-10 23:00:00,1.8048916701040278,1.8048916701040278,0.0,94,0,6.3,3.9,7.813995459197992
2024-03-10 23:15:00,1.802171128115488,1.802171128115488,0.0,94,0,6.2,3.4,7.823319722461714
2024-03-10 23:30:00,1.7994416855021642,1.7994416855021642,0.0,95,0,6.2,3.0,7.832674491326544
2024-03-10 23:45:00,1.7967046860603122,1.7967046860603122,0.0,95,0,6.2,2.9,7.842055160125627
2024-03-11 00:00:00,1.8394804135555505,1.8394804135555505,0.0,95,0,6.2,2.5,7.851457123192113
2024-03-11 00:15:00,1.83666260361086,1.83666260361086,0.0,95,0,6.2,2.5,7.860875774859156
2024-03-11 00:30:00,1.833841178773937,1.833841178773937,0.0,96,0,6.2,2.3,7.8703065094599
2024-03-11 00:45:00,1.831017516937745,1.831017516937745,0.0,96,0,6.2,2.6,7.879744721327498
2024-03-11 01:00:00,1.8564822831250585,1.8564822831250585,0.0,96,0,6.2,2.8,7.889185804795098
2024-03-11 01:15:00,1.8536145826244488,1.8536145826244488,0.0,96,0,6.2,3.1,7.898625154195849
2024-03-11 01:30:00,1.8507488081525014,1.8507488081525014,0.0,96,0,6.2,3.6,7.908058163862902
2024-03-11 01:45:00,1.847886358923566,1.847886358923566,0.0,96,0,6.2,3.9,7.917480228129407
2024-03-11 02:00:00,1.8508652816362685,1.8508652816362685,0.0,96,0,6.2,4.2,7.92688674132851
2024-03-11 02:15:00,1.84800465965181,1.84800465965181,0.0,96,0,6.2,4.5,7.936273097793364
2024-03-11 02:30:00,1.845151584351653,1.845151584351653,0.0,96,0,6.2,4.8,7.9456346918571175
2024-03-11 02:45:00,1.8423074593764845,1.8423074593764845,0.0,96,0,6.2,5.0,7.95496691785292
2024-03-11 03:00:00,1.8302140786459644,1.8302140786459644,0.0,96,0,6.2,5.0,7.9642651701139195
2024-03-11 03:15:00,1.827406270796799,1.827406270796799,0.0,96,0,6.1,5.0,7.973524842973268
2024-03-11 03:30:00,1.8246115579431215,1.8246115579431215,0.0,96,0,6.1,4.6,7.982741330764112
2024-03-11 03:45:00,1.8218313366599213,1.8218313366599213,0.0,97,0,6.1,4.6,7.991910027819605
2024-03-11 04:00:00,1.8198278449543863,1.8198278449543863,0.0,97,0,6.1,4.1,8.001026328472893
2024-03-11 04:15:00,1.8170796475589561,1.8170796475589561,0.0,97,0,6.0,3.7,8.010085627057126
2024-03-11 04:30:00,1.8143501392725978,1.8143501392725978,0.0,98,0,5.9,3.7,8.019083317905455
2024-03-11 04:45:00,1.8116407172544307,1.8116407172544307,0.0,98,0,5.9,3.3,8.02801479535103
2024-03-11 05:00:00,1.845806231851504,1.845806231851504,0.0,98,0,5.9,2.9,8.036875453726998
2024-03-11 05:15:00,1.8430868791238781,1.8430868791238781,0.0,98,0,5.9,2.5,8.045660687366508
2024-03-11 05:30:00,1.8403922987477288,1.8403922987477288,0.0,98,0,5.9,2.5,8.054365890602714
2024-03-11 05:45:00,1.8377239163462356,1.8377239163462356,0.0,97,0,5.9,2.3,8.062986457768762
2024-03-11 06:00:00,1.9114720386288127,1.9114720386288127,0.0,97,0,6.0,2.3,8.0715177831978
